SalePrice,YearMade,GearDia,fiModelDesc,state,ProductGroup,HoursOperated,Enclosure
22500,1984,14.16021,410,Florida,BL,8089,OROPS
19000,1984,11.97912,580,Florida,BL,6788,OROPS
22000,1983,12.38451,580,Florida,BL,6788,OROPS
8750,1978,12.14458,310,Florida,BL,8050,OROPS
10250,1977,12.60333,410,Florida,BL,8089,OROPS
23000,1981,14.60437,D85,Florida,TTT,9008,EROPS
12000,1981,14.59952,500,Florida,BL,8174,EROPS
30000,1978,10.82257,D65,Florida,TTT,11933,OROPS
26000,1987,12.6238,480,Florida,BL,6752,OROPS
50000,1979,15.02341,235,Florida,TEX,7013,EROPS
11750,1977,11.33283,580,Florida,BL,6788,OROPS
21000,1984,13.91363,D3B,Florida,TTT,4089,EROPS
10000,1976,15.24359,310,Florida,BL,8050,OROPS
13000,1974,14.01301,T500M,Florida,MG,5063,EROPS
28000,1984,15.2518,544,Florida,WL,8202,EROPS
27000,1978,14.00871,690,Florida,TEX,8269,EROPS
15000,1967,11.1557,950,Florida,WL,7277,OROPS
13000,1967,14.55786,950,Florida,WL,7277,OROPS
36500,1980,14.0154,644,Florida,WL,8247,EROPS
8250,1972,11.64622,350,Florida,TTT,24493,OROPS
24000,1986,15.02564,416,Florida,BL,7110,OROPS
9500,1972,11.09279,350,Florida,TTT,24493,OROPS
23000,1983,14.34033,544,Florida,WL,8202,OROPS
67000,1985,1.88485,PC220,Florida,TEX,9049,OROPS
21500,1978,14.82754,TD20,Florida,TTT,8434,OROPS
11000,1979,13.38141,755,Florida,BL,8588,OROPS
12250,1977,14.78498,510,Florida,WL,8180,OROPS
